locus.name	type	includes.genes	locus.altname1	locus.altname2	locus.altname3	Weinell2024.alignments
locus2779	vision	CRYZL1_Promoter_Exon1_Intron1	WeinellEntry5392	vision_104	sample66_0000000212	TRUE
locus2780	vision	DHH_Exon1	WeinellEntry5393	vision_105	sample66_0000000242	TRUE
locus2781	vision	GAPDH_Promoter_Exon1_Intron1	WeinellEntry5394	vision_106	sample66_0000000310	TRUE
locus2782	vision	GNB1_Promoter_Exon1_Intron1	WeinellEntry5396	vision_107	sample66_0000000319	TRUE
locus2783	vision	GNB5_Exon1_Intron1	WeinellEntry5397	vision_108	sample66_0000000354	TRUE
locus2784	vision	GUCY1B3_Promoter_Exon1_Intron1	WeinellEntry5399	vision_109	sample66_0000000400	TRUE
locus2785	vision	HOXD13_Exon1	WeinellEntry5400	vision_110	sample66_0000000412	TRUE
locus2786	vision	LRAT_Promoter_Exon1_Intron1	WeinellEntry5401	vision_111	sample66_0000000414	TRUE
locus2787	vision	MFGE8_Promoter_Exon1_Intron1	WeinellEntry5402	vision_112	sample66_0000000420	TRUE
locus2788	vision	PDE6B_Exon1	WeinellEntry5405	vision_113	sample66_0000000425	TRUE
locus2789	vision	PDE6H_Exon1	WeinellEntry5406	vision_114	sample66_0000000449	TRUE
locus2790	vision	UNC119_Exon1	WeinellEntry5407	vision_115	sample66_0000000457	TRUE
locus2791	ddRADlike	NA	WeinellEntry5408	ddRADlike_1	sample66_0000000526	TRUE
locus2792	ddRADlike	NA	WeinellEntry5409	ddRADlike_2	sample66_0000000581	TRUE
locus2793	ddRADlike	NA	WeinellEntry5410	ddRADlike_3	sample66_0000000585	TRUE
locus2795	ddRADlike	LOC106551512	WeinellEntry5412	ddRADlike_6	sample66_0000000603	TRUE
locus2796	ddRADlike	NA	WeinellEntry5413	ddRADlike_9	sample66_0000000633	TRUE
locus2797	ddRADlike	PRELP	WeinellEntry5414	ddRADlike_10	sample66_0000000635	TRUE
locus2798	ddRADlike	NA	WeinellEntry5415	ddRADlike_12	sample66_0000000641	TRUE
locus2799	ddRADlike	NA	WeinellEntry5416	ddRADlike_13	sample66_0000000646	TRUE
locus2800	ddRADlike	LRRTM1	WeinellEntry5417	ddRADlike_14	sample66_0000000661	TRUE
locus2801	ddRADlike	LOC106546325	WeinellEntry5418	ddRADlike_15	sample66_0000000669	TRUE
locus2802	ddRADlike	NA	WeinellEntry5419	ddRADlike_16	sample66_0000000684	TRUE
locus2803	ddRADlike	NA	WeinellEntry5420	ddRADlike_17	sample66_0000000696	TRUE
locus2804	ddRADlike	NA	WeinellEntry5421	ddRADlike_18	sample66_0000000698	TRUE
locus2805	ddRADlike	CXCL12	WeinellEntry5422	ddRADlike_19	sample66_0000000729	TRUE
locus2806	ddRADlike	NA	WeinellEntry5423	ddRADlike_21	sample66_0000000737	TRUE
locus2807	ddRADlike	GYG1	WeinellEntry5424	ddRADlike_22	sample66_0000000740	TRUE
locus2808	ddRADlike	RIN3	WeinellEntry5425	ddRADlike_23	sample66_0000000795	TRUE
locus2809	ddRADlike	NRAP	WeinellEntry5426	ddRADlike_24	sample66_0000000837	TRUE
locus2810	ddRADlike	NA	WeinellEntry5427	ddRADlike_26	sample66_0000000894	TRUE
locus2811	ddRADlike	NA	WeinellEntry5428	ddRADlike_27	sample66_0000000930	TRUE
locus2812	ddRADlike	LOC106544247	WeinellEntry5429	ddRADlike_28	sample66_0000000938	TRUE
locus2813	ddRADlike	RFX5	WeinellEntry5430	ddRADlike_29	sample66_0000000980	TRUE
locus2814	ddRADlike	LOC106557162	WeinellEntry5431	ddRADlike_31	sample66_0000001002	TRUE
locus2815	ddRADlike	NA	WeinellEntry5432	ddRADlike_32	sample66_0000001027	TRUE
locus2816	ddRADlike	NA	WeinellEntry5433	ddRADlike_34	sample66_0000001036	TRUE
locus2817	ddRADlike	SYT6	WeinellEntry5434	ddRADlike_35	sample66_0000001070	TRUE
locus2818	ddRADlike	NA	WeinellEntry5435	ddRADlike_37	sample66_0000001071	TRUE
locus2819	ddRADlike	NA	WeinellEntry5436	ddRADlike_38	sample66_0000001122	TRUE
locus2820	ddRADlike	NA	WeinellEntry5437	ddRADlike_39	sample66_0000001204	TRUE
locus2821	ddRADlike	NA	WeinellEntry5438	ddRADlike_40	sample66_0000001221	TRUE
locus2822	ddRADlike	NA	WeinellEntry5439	ddRADlike_41	sample66_0000001276	TRUE
locus2823	ddRADlike	NA	WeinellEntry5440	ddRADlike_42	sample66_0000001335	TRUE
locus2824	ddRADlike	LOC106537836	WeinellEntry5441	ddRADlike_43	sample66_0000001351	TRUE
locus2825	ddRADlike	NA	WeinellEntry5442	ddRADlike_44	sample66_0000001400	TRUE
locus2826	ddRADlike	NA	WeinellEntry5443	ddRADlike_45	sample66_0000001412	TRUE
locus2827	ddRADlike	GAD1_Intron3	WeinellEntry5444	ddRADlike_46	sample66_0000001421	TRUE
locus2828	ddRADlike	NA	WeinellEntry5445	ddRADlike_47	sample66_0000001453	TRUE
locus2829	ddRADlike	LOC106540158	WeinellEntry5446	ddRADlike_48	sample66_0000001467	TRUE
locus2830	ddRADlike	LOC106540158	WeinellEntry5447	ddRADlike_49	sample66_0000001473	TRUE
locus2831	ddRADlike	NA	WeinellEntry5448	ddRADlike_50	sample66_0000001485	TRUE
locus2832	ddRADlike	LOC106545479	WeinellEntry5449	ddRADlike_51	sample66_0000001486	TRUE
locus2833	ddRADlike	NA	WeinellEntry5450	ddRADlike_52	sample66_0000001532	TRUE
locus2834	ddRADlike	LOC106541876	WeinellEntry5451	ddRADlike_54	sample66_0000001547	TRUE
locus2835	ddRADlike	NA	WeinellEntry5452	ddRADlike_59	sample66_0000001561	TRUE
locus2836	ddRADlike	NA	WeinellEntry5453	ddRADlike_60	sample66_0000001566	TRUE
locus2837	ddRADlike	NA	WeinellEntry5454	ddRADlike_61	sample66_0000001570	TRUE
locus2838	ddRADlike	LOC106544784	WeinellEntry5455	ddRADlike_62	sample66_0000001612	TRUE
locus2839	ddRADlike	LOC106553290	WeinellEntry5456	ddRADlike_63	sample66_0000001765	TRUE
locus2840	ddRADlike	NA	WeinellEntry5457	ddRADlike_64	sample66_0000002206	TRUE
locus2841	ddRADlike	TTC3	WeinellEntry5458	ddRADlike_65	sample66_0000002376	TRUE
locus2842	ddRADlike	SLCO2A1	WeinellEntry5459	ddRADlike_66	sample66_0000002563	TRUE
locus2843	ddRADlike	NA	WeinellEntry5460	ddRADlike_67	sample66_0000002610	TRUE
locus2844	ddRADlike	CILP2	WeinellEntry5461	ddRADlike_69	sample66_0000002612	TRUE
locus2845	ddRADlike	FAM20A	WeinellEntry5462	ddRADlike_70	sample66_0000002631	TRUE
locus2846	ddRADlike	SLC39A11	WeinellEntry5463	ddRADlike_71	sample66_0000002636	TRUE
locus2847	ddRADlike	NA	WeinellEntry5464	ddRADlike_72	sample66_0000002648	TRUE
locus2848	ddRADlike	RNF111	WeinellEntry5465	ddRADlike_73	sample66_0000002652	TRUE
locus2849	ddRADlike	NA	WeinellEntry5466	ddRADlike_74	sample66_0000002859	TRUE
locus2850	ddRADlike	SH3PXD2A	WeinellEntry5467	ddRADlike_75	sample66_0000002877	TRUE
locus2851	ddRADlike	CHST12	WeinellEntry5468	ddRADlike_76	sample66_0000002893	TRUE
locus2852	ddRADlike	NA	WeinellEntry5469	ddRADlike_77	sample66_0000002901	TRUE
locus2853	ddRADlike	STK17B	WeinellEntry5470	ddRADlike_78	sample66_0000002938	TRUE
locus2854	ddRADlike	MACF1	WeinellEntry5471	ddRADlike_79	sample66_0000002971	TRUE
locus2855	ddRADlike	NA	WeinellEntry5472	ddRADlike_80	sample66_0000003006	TRUE
locus2856	ddRADlike	NA	WeinellEntry5473	ddRADlike_81	sample66_0000003027	TRUE
locus2857	ddRADlike	LOC106538918	WeinellEntry5474	ddRADlike_82	sample66_0000003104	TRUE
locus2858	ddRADlike	NA	WeinellEntry5475	ddRADlike_86	sample66_0000002803	TRUE
locus2859	ddRADlike	NA	WeinellEntry5476	ddRADlike_87	sample66_0000000130	TRUE
locus2860	ddRADlike	NA	WeinellEntry5477	ddRADlike_90	sample66_0000000226	TRUE
locus2861	ddRADlike	NA	WeinellEntry5478	ddRADlike_91	sample66_0000001430	TRUE
locus2862	ddRADlike	NA	WeinellEntry5479	ddRADlike_92	sample66_0000000417	TRUE
locus2863	ddRADlike	LOC106545411	WeinellEntry5480	ddRADlike_93	sample66_0000001446	TRUE
locus2864	ddRADlike	NA	WeinellEntry5481	ddRADlike_94	sample66_0000001407	TRUE
locus2865	ddRADlike	NA	WeinellEntry5482	ddRADlike_95	sample66_0000002603	TRUE
locus2866	ddRADlike	SHANK3	WeinellEntry5483	ddRADlike_96	sample66_0000000583	TRUE
locus2867	ddRADlike	NA	WeinellEntry5484	ddRADlike_97	sample66_0000002635	TRUE
locus2868	ddRADlike	NA	WeinellEntry5485	ddRADlike_98	sample66_0000002879	TRUE
locus2869	ddRADlike	NA	WeinellEntry5486	ddRADlike_99	sample66_0000001042	TRUE
locus2870	ddRADlike	NA	WeinellEntry5487	ddRADlike_100	sample66_0000000034	TRUE
locus2871	ddRADlike	FRMPD4	WeinellEntry5488	ddRADlike_102	sample66_0000000278	TRUE
locus2872	ddRADlike	SHROOM2	WeinellEntry5489	ddRADlike_103	sample66_0000003065	TRUE
locus2873	ddRADlike	NA	WeinellEntry5490	ddRADlike_104	sample66_0000000676	TRUE
locus2874	ddRADlike	NA	WeinellEntry5491	ddRADlike_106	sample66_0000001514	TRUE
locus2875	ddRADlike	NA	WeinellEntry5492	ddRADlike_107	sample66_0000000258	TRUE
locus2876	ddRADlike	NA	WeinellEntry5493	ddRADlike_108	sample66_0000002659	TRUE
locus2877	ddRADlike	ROR1	WeinellEntry5494	ddRADlike_109	sample66_0000002784	TRUE
locus2878	ddRADlike	NA	WeinellEntry5495	ddRADlike_111	sample66_0000002587	TRUE
locus2880	ddRADlike	NA	WeinellEntry5497	ddRADlike_114	sample66_0000001322	TRUE
locus2881	ddRADlike	NA	WeinellEntry5498	ddRADlike_116	sample66_0000001244	TRUE
locus2882	ddRADlike	MYO1C;YWHAE	WeinellEntry5499	ddRADlike_117	sample66_0000000905	TRUE
locus2883	ddRADlike	NA	WeinellEntry5500	ddRADlike_118	sample66_0000000956	TRUE
locus2884	ddRADlike	NA	WeinellEntry5501	ddRADlike_120	sample66_0000002889	TRUE
locus2885	ddRADlike	TMED8	WeinellEntry5502	ddRADlike_121	sample66_0000000173	TRUE
locus2887	ddRADlike	NA	WeinellEntry5504	ddRADlike_123	sample66_0000000216	TRUE
locus2888	ddRADlike	NA	WeinellEntry5505	ddRADlike_124	sample66_0000002679	TRUE
locus2889	ddRADlike	GPS1	WeinellEntry5506	ddRADlike_125	sample66_0000000972	TRUE
locus2890	ddRADlike	NA	WeinellEntry5507	ddRADlike_126	sample66_0000001398	TRUE
locus2891	ddRADlike	NA	WeinellEntry5508	ddRADlike_127	sample66_0000002662	TRUE
locus2892	ddRADlike	TMEM200C	WeinellEntry5509	ddRADlike_128	sample66_0000000658	TRUE
locus2893	ddRADlike	NA	WeinellEntry5510	ddRADlike_129	sample66_0000000789	TRUE
locus2894	ddRADlike	NA	WeinellEntry5511	ddRADlike_130	sample66_0000000801	TRUE
locus2895	ddRADlike	DSCAM	WeinellEntry5512	ddRADlike_131	sample66_0000000486	TRUE
locus2896	ddRADlike	NA	WeinellEntry5513	ddRADlike_133	sample66_0000000816	TRUE
locus2897	ddRADlike	NA	WeinellEntry5514	ddRADlike_134	sample66_0000000592	TRUE
locus2898	ddRADlike	NA	WeinellEntry5515	ddRADlike_135	sample66_0000002634	TRUE
locus2899	ddRADlike	ERCC1	WeinellEntry5516	ddRADlike_136	sample66_0000000467	TRUE
locus2900	ddRADlike	NTRK2	WeinellEntry5517	ddRADlike_137	sample66_0000001238	TRUE
locus2901	ddRADlike	SGSM1	WeinellEntry5518	ddRADlike_138	sample66_0000001281	TRUE
locus2902	ddRADlike	ATRX	WeinellEntry5519	ddRADlike_139	sample66_0000000148	TRUE
locus2903	ddRADlike	NA	WeinellEntry5520	ddRADlike_140	sample66_0000000276	TRUE
locus2904	ddRADlike	LOC106539404	WeinellEntry5521	ddRADlike_141	sample66_0000001408	TRUE
locus2905	ddRADlike	NA	WeinellEntry5522	ddRADlike_142	sample66_0000000817	TRUE
locus2906	ddRADlike	ELOVL1	WeinellEntry5523	ddRADlike_143	sample66_0000000023	TRUE
locus2907	ddRADlike	NA	WeinellEntry5524	ddRADlike_144	sample66_0000000033	TRUE
locus2908	ddRADlike	IBTK	WeinellEntry5525	ddRADlike_145	sample66_0000000036	TRUE
locus2909	ddRADlike	NA	WeinellEntry5526	ddRADlike_146	sample66_0000000051	TRUE
locus2910	ddRADlike	NA	WeinellEntry5527	ddRADlike_147	sample66_0000000060	TRUE
locus2911	ddRADlike	NA	WeinellEntry5528	ddRADlike_148	sample66_0000000064	TRUE
locus2912	ddRADlike	LOC106551238	WeinellEntry5529	ddRADlike_149	sample66_0000000069	TRUE
locus2913	ddRADlike	SPTLC1	WeinellEntry5530	ddRADlike_150	sample66_0000000072	TRUE
locus2914	ddRADlike	NA	WeinellEntry5531	ddRADlike_151	sample66_0000000093	TRUE
locus2915	ddRADlike	ACE	WeinellEntry5532	ddRADlike_152	sample66_0000000129	TRUE
locus2916	ddRADlike	RMND5A	WeinellEntry5533	ddRADlike_153	sample66_0000000149	TRUE
locus2917	ddRADlike	IQGAP3	WeinellEntry5534	ddRADlike_154	sample66_0000000167	TRUE
locus2918	ddRADlike	MARCH4	WeinellEntry5535	ddRADlike_155	sample66_0000000176	TRUE
locus2919	ddRADlike	PVRL3	WeinellEntry5536	ddRADlike_156	sample66_0000000195	TRUE
locus2920	ddRADlike	NRCAM	WeinellEntry5537	ddRADlike_157	sample66_0000000223	TRUE
locus2921	ddRADlike	MPZL2	WeinellEntry5538	ddRADlike_159	sample66_0000000253	TRUE
locus2922	ddRADlike	NA	WeinellEntry5539	ddRADlike_160	sample66_0000000286	TRUE
locus2923	ddRADlike	NA	WeinellEntry5540	ddRADlike_163	sample66_0000000300	TRUE
locus2925	ddRADlike	NA	WeinellEntry5542	ddRADlike_166	sample66_0000000327	TRUE
locus2926	ddRADlike	NA	WeinellEntry5543	ddRADlike_167	sample66_0000000334	TRUE
locus2927	ddRADlike	NA	WeinellEntry5544	ddRADlike_168	sample66_0000000338	TRUE
locus2928	ddRADlike	NA	WeinellEntry5545	ddRADlike_169	sample66_0000000380	TRUE
locus2929	ddRADlike	NA	WeinellEntry5547	ddRADlike_172	sample66_0000000403	TRUE
locus2930	ddRADlike	NA	WeinellEntry5548	ddRADlike_174	sample66_0000000413	TRUE
locus2931	ddRADlike	NA	WeinellEntry5549	ddRADlike_175	sample66_0000000426	TRUE
locus2932	ddRADlike	LOC106542697	WeinellEntry5550	ddRADlike_176	sample66_0000000427	TRUE
locus2933	ddRADlike	NA	WeinellEntry5551	ddRADlike_177	sample66_0000000431	TRUE
locus2934	ddRADlike	NA	WeinellEntry5552	ddRADlike_178	sample66_0000000448	TRUE
locus2935	ddRADlike	MET	WeinellEntry5553	ddRADlike_179	sample66_0000000471	TRUE
locus2936	ddRADlike	MAP3K6	WeinellEntry5554	ddRADlike_180	sample66_0000000501	TRUE
locus2937	ddRADlike	NA	WeinellEntry5556	ddRADlike_182	sample66_0000000532	TRUE
locus2938	ddRADlike	NA	WeinellEntry5557	ddRADlike_185	sample66_0000000599	TRUE
locus2939	ddRADlike	NA	WeinellEntry5558	ddRADlike_186	sample66_0000000632	TRUE
locus2940	ddRADlike	NA	WeinellEntry5559	ddRADlike_187	sample66_0000000787	TRUE
locus2941	ddRADlike	OSBPL1A	WeinellEntry5560	ddRADlike_189	sample66_0000000790	TRUE
locus2942	ddRADlike	NA	WeinellEntry5561	ddRADlike_190	sample66_0000000793	TRUE
locus2943	ddRADlike	NA	WeinellEntry5562	ddRADlike_191	sample66_0000000889	TRUE
locus2944	ddRADlike	RPL5	WeinellEntry5563	ddRADlike_192	sample66_0000000899	TRUE
locus2945	ddRADlike	LOC106552882	WeinellEntry5564	ddRADlike_193	sample66_0000000919	TRUE
locus2946	ddRADlike	ARPC4	WeinellEntry5565	ddRADlike_194	sample66_0000000921	TRUE
locus2947	ddRADlike	USP37	WeinellEntry5566	ddRADlike_195	sample66_0000000932	TRUE
locus2948	ddRADlike	LOC106540428	WeinellEntry5567	ddRADlike_197	sample66_0000000941	TRUE
locus2949	ddRADlike	ST3GAL2	WeinellEntry5568	ddRADlike_198	sample66_0000000974	TRUE
locus2950	ddRADlike	SF3B3	WeinellEntry5569	ddRADlike_200	sample66_0000000981	TRUE
locus2951	ddRADlike	CNGB1	WeinellEntry5570	ddRADlike_201	sample66_0000001089	TRUE
locus2952	ddRADlike	LOC106547299	WeinellEntry5571	ddRADlike_203	sample66_0000001093	TRUE
locus2953	ddRADlike	NOTCH1	WeinellEntry5572	ddRADlike_204	sample66_0000001123	TRUE
locus2954	ddRADlike	NA	WeinellEntry5573	ddRADlike_205	sample66_0000001190	TRUE
locus2955	ddRADlike	NA	WeinellEntry5574	ddRADlike_206	sample66_0000001219	TRUE
locus2956	ddRADlike	ETNK2	WeinellEntry5575	ddRADlike_207	sample66_0000001301	TRUE
locus2957	ddRADlike	NA	WeinellEntry5576	ddRADlike_208	sample66_0000001313	TRUE
locus2958	ddRADlike	NA	WeinellEntry5578	ddRADlike_210	sample66_0000001329	TRUE
locus2959	ddRADlike	HLX	WeinellEntry5579	ddRADlike_211	sample66_0000001411	TRUE
locus2960	ddRADlike	NA	WeinellEntry5580	ddRADlike_212	sample66_0000001458	TRUE
locus2961	ddRADlike	NA	WeinellEntry5581	ddRADlike_214	sample66_0000001557	TRUE
locus2962	ddRADlike	HTR1F	WeinellEntry5582	ddRADlike_216	sample66_0000001559	TRUE
locus2963	ddRADlike	NA	WeinellEntry5583	ddRADlike_217	sample66_0000001576	TRUE
locus2964	ddRADlike	NA	WeinellEntry5584	ddRADlike_218	sample66_0000001588	TRUE
locus2965	ddRADlike	FAT4	WeinellEntry5585	ddRADlike_219	sample66_0000001665	TRUE
locus2966	ddRADlike	NA	WeinellEntry5586	ddRADlike_220	sample66_0000001801	TRUE
locus2967	ddRADlike	NA	WeinellEntry5587	ddRADlike_221	sample66_0000002701	TRUE
locus2968	ddRADlike	LOC106547392	WeinellEntry5588	ddRADlike_222	sample66_0000002833	TRUE
locus2969	ddRADlike	NA	WeinellEntry5589	ddRADlike_223	sample66_0000002839	TRUE
locus2970	ddRADlike	FAM102A	WeinellEntry5590	ddRADlike_224	sample66_0000002857	TRUE
locus2971	ddRADlike	NA	WeinellEntry5591	ddRADlike_226	sample66_0000002962	TRUE
locus2972	ddRADlike	NA	WeinellEntry5592	ddRADlike_227	sample66_0000003028	TRUE
locus2973	ddRADlike	NA	WeinellEntry5593	ddRADlike_228	sample66_0000002608	TRUE
locus2974	ddRADlike	LOC106551894	WeinellEntry5594	ddRADlike_229	sample66_0000000408	TRUE
locus2975	ddRADlike	NA	WeinellEntry5595	ddRADlike_230	sample66_0000000132	TRUE
locus2976	ddRADlike	NA	WeinellEntry5596	ddRADlike_231	sample66_0000000968	TRUE
locus2977	ddRADlike	NA	WeinellEntry5597	ddRADlike_232	sample66_0000000152	TRUE
locus2978	ddRADlike	NA	WeinellEntry5598	ddRADlike_233	sample66_0000000506	TRUE
locus2979	ddRADlike	ISM1	WeinellEntry5599	ddRADlike_234	sample66_0000000887	TRUE
locus2980	ddRADlike	NA	WeinellEntry5600	ddRADlike_238	sample66_0000001058	TRUE
locus2981	ddRADlike	NA	WeinellEntry5601	ddRADlike_240	sample66_0000000597	TRUE
locus2982	ddRADlike	NA	WeinellEntry5602	ddRADlike_241	sample66_0000002847	TRUE
locus2983	ddRADlike	LOC106555432	WeinellEntry5603	ddRADlike_242	sample66_0000000245	TRUE
locus2984	ddRADlike	NA	WeinellEntry5604	ddRADlike_243	sample66_0000000256	TRUE
locus2985	ddRADlike	NA	WeinellEntry5605	ddRADlike_245	sample66_0000003084	TRUE
locus2986	ddRADlike	NA	WeinellEntry5606	ddRADlike_246	sample66_0000000204	TRUE
locus2987	ddRADlike	NA	WeinellEntry5607	ddRADlike_247	sample66_0000000624	TRUE
locus2988	ddRADlike	DHX34	WeinellEntry5608	ddRADlike_249	sample66_0000000263	TRUE
locus2989	ddRADlike	VDAC2	WeinellEntry5609	ddRADlike_250	sample66_0000001060	TRUE
locus2990	ddRADlike	NA	WeinellEntry5610	ddRADlike_251	sample66_0000002781	TRUE
locus2991	ddRADlike	GMEB1	WeinellEntry5611	ddRADlike_252	sample66_0000000897	TRUE
locus2992	ddRADlike	MYLK	WeinellEntry5612	ddRADlike_253	sample66_0000001592	TRUE
locus2993	ddRADlike	NA	WeinellEntry5613	ddRADlike_254	sample66_0000000101	TRUE
locus2994	ddRADlike	NA	WeinellEntry5614	ddRADlike_255	sample66_0000000392	TRUE
locus2995	ddRADlike	NA	WeinellEntry5615	ddRADlike_256	sample66_0000000122	TRUE
locus2996	ddRADlike	DGKZ	WeinellEntry5616	ddRADlike_257	sample66_0000000088	TRUE
locus2997	ddRADlike	NA	WeinellEntry5617	ddRADlike_258	sample66_0000000961	TRUE
locus2998	ddRADlike	NA	WeinellEntry5618	ddRADlike_259	sample66_0000001018	TRUE
locus2999	ddRADlike	KIF28P	WeinellEntry5619	ddRADlike_260	sample66_0000000690	TRUE
locus3000	ddRADlike	NA	WeinellEntry5620	ddRADlike_262	sample66_0000000028	TRUE
locus3001	ddRADlike	NA	WeinellEntry5621	ddRADlike_263	sample66_0000001427	TRUE
locus3002	ddRADlike	NA	WeinellEntry5622	ddRADlike_264	sample66_0000000814	TRUE
locus3003	ddRADlike	TNC	WeinellEntry5623	ddRADlike_265	sample66_0000000534	TRUE
locus3004	ddRADlike	NA	WeinellEntry5625	ddRADlike_267	sample66_0000000128	TRUE
locus3005	ddRADlike	NA	WeinellEntry5626	ddRADlike_268	sample66_0000001158	TRUE
locus3006	ddRADlike	NA	WeinellEntry5627	ddRADlike_269	sample66_0000000517	TRUE
locus3007	ddRADlike	VGLL2	WeinellEntry5628	ddRADlike_270	sample66_0000000928	TRUE
locus3008	ddRADlike	NA	WeinellEntry5630	ddRADlike_272	sample66_0000000670	TRUE
locus3009	ddRADlike	ACVR1B	WeinellEntry5631	ddRADlike_273	sample66_0000001434	TRUE
locus3010	ddRADlike	NA	WeinellEntry5632	ddRADlike_275	sample66_0000000100	TRUE
locus3011	ddRADlike	NA	WeinellEntry5633	ddRADlike_276	sample66_0000000623	TRUE
locus3012	ddRADlike	NA	WeinellEntry5634	ddRADlike_277	sample66_0000000655	TRUE
locus3013	ddRADlike	NR5A1	WeinellEntry5635	ddRADlike_278	sample66_0000000523	TRUE
locus3014	ddRADlike	CELSR3	WeinellEntry5636	ddRADlike_279	sample66_0000000381	TRUE
locus3015	ddRADlike	NA	WeinellEntry5637	ddRADlike_281	sample66_0000001178	TRUE
locus3016	ddRADlike	STXBP3	WeinellEntry5639	ddRADlike_283	sample66_0000000692	TRUE
locus3017	ddRADlike	NA	WeinellEntry5640	ddRADlike_284	sample66_0000001463	TRUE
locus3018	ddRADlike	NA	WeinellEntry5641	ddRADlike_285	sample66_0000002049	TRUE
locus3019	ddRADlike	SYNJ2	WeinellEntry5642	ddRADlike_286	sample66_0000000086	TRUE
locus3020	ddRADlike	TSSK3	WeinellEntry5643	ddRADlike_287	sample66_0000000143	TRUE
locus3021	ddRADlike	LOC106550899	WeinellEntry5644	ddRADlike_288	sample66_0000000120	TRUE
locus3022	ddRADlike	LOC106557344	WeinellEntry5645	ddRADlike_289	sample66_0000000013	TRUE
locus3023	ddRADlike	LOC106538936	WeinellEntry5646	ddRADlike_290	sample66_0000000017	TRUE
locus3024	ddRADlike	NA	WeinellEntry5647	ddRADlike_291	sample66_0000000054	TRUE
locus3025	ddRADlike	PQLC1	WeinellEntry5648	ddRADlike_292	sample66_0000000090	TRUE
locus3026	ddRADlike	CHRNE	WeinellEntry5649	ddRADlike_295	sample66_0000000189	TRUE
locus3027	ddRADlike	LOC106546708	WeinellEntry5650	ddRADlike_296	sample66_0000000194	TRUE
locus3028	ddRADlike	NA	WeinellEntry5651	ddRADlike_297	sample66_0000000213	TRUE
locus3029	ddRADlike	TSC2	WeinellEntry5653	ddRADlike_299	sample66_0000000214	TRUE
locus3030	ddRADlike	NA	WeinellEntry5654	ddRADlike_300	sample66_0000000232	TRUE
locus3031	ddRADlike	LOC106557420	WeinellEntry5655	ddRADlike_301	sample66_0000000233	TRUE
locus3032	ddRADlike	LOC106550378	WeinellEntry5656	ddRADlike_302	sample66_0000000246	TRUE
locus3033	ddRADlike	NA	WeinellEntry5657	ddRADlike_303	sample66_0000000268	TRUE
locus3034	ddRADlike	UNC79	WeinellEntry5658	ddRADlike_304	sample66_0000000305	TRUE
locus3035	ddRADlike	NA	WeinellEntry5659	ddRADlike_305	sample66_0000000329	TRUE
locus3036	ddRADlike	NA	WeinellEntry5660	ddRADlike_306	sample66_0000000352	TRUE
locus3037	ddRADlike	NMT1	WeinellEntry5661	ddRADlike_307	sample66_0000000379	TRUE
locus3038	ddRADlike	NA	WeinellEntry5662	ddRADlike_308	sample66_0000000405	TRUE
locus3039	ddRADlike	NA	WeinellEntry5663	ddRADlike_310	sample66_0000000423	TRUE
locus3040	ddRADlike	LOC106544531	WeinellEntry5664	ddRADlike_311	sample66_0000000520	TRUE
locus3041	ddRADlike	NA	WeinellEntry5665	ddRADlike_312	sample66_0000000530	TRUE
locus3042	ddRADlike	NA	WeinellEntry5666	ddRADlike_313	sample66_0000000553	TRUE
locus3043	ddRADlike	NA	WeinellEntry5667	ddRADlike_314	sample66_0000000697	TRUE
locus3044	ddRADlike	NA	WeinellEntry5668	ddRADlike_315	sample66_0000000842	TRUE
locus3045	ddRADlike	PTPRN2	WeinellEntry5669	ddRADlike_316	sample66_0000001328	TRUE
locus3046	ddRADlike	GNAI2	WeinellEntry5670	ddRADlike_317	sample66_0000001531	TRUE
locus3047	ddRADlike	NA	WeinellEntry5671	ddRADlike_318	sample66_0000001564	TRUE
