locus	genome	seqname	strand	start	end	chromosome
group2730	Thamnophis-elegans	NC_045541.1	-	179602731	179618714	1
group2731	Thamnophis-elegans	NC_045548.1	-	39440001	39457747	8
group2732	Thamnophis-elegans	NA	NA	NA	NA	NA
group2733	Thamnophis-elegans	NC_045547.1	+	1383826	1397168	7
group2734	Thamnophis-elegans	NC_045546.1	+	51495114	51500000	6
group2735	Thamnophis-elegans	NC_045541.1	-	81458931	81460000	1
group2736	Thamnophis-elegans	NC_045553.1	+	40623568	40639362	13
group2737	Thamnophis-elegans	NC_045558.1	+	110083140	110097174	Z
group2738	Thamnophis-elegans	NC_045556.1	+	5102491	5117351	16
group2739	Thamnophis-elegans	NA	NA	NA	NA	NA
group2740	Thamnophis-elegans	NC_045556.1	-	23280711	23291980	16
group2741	Thamnophis-elegans	NW_022473901.1	+	20001	38812	na
group2742	Thamnophis-elegans	NW_022473610.1	+	3809	18263	na
group2743	Thamnophis-elegans	NA	NA	NA	NA	NA
group2744	Thamnophis-elegans	NC_045555.1	+	3096383	3099998	15
group2745	Thamnophis-elegans	NC_045558.1	-	1286785	1294781	Z
group2746	Thamnophis-elegans	NC_045541.1	+	154801302	154817511	1
group2747	Thamnophis-elegans	NC_045547.1	-	62420001	62426470	7
group2748	Thamnophis-elegans	NC_045553.1	-	28152155	28159479	13
group2749	Thamnophis-elegans	NC_045551.1	+	70966215	70968714	11
group2750	Thamnophis-elegans	NC_045542.1	-	7512279	7516972	2
group2751	Thamnophis-elegans	NC_045543.1	+	30222470	30228620	3
group2752	Thamnophis-elegans	NC_045555.1	-	7773557	7779351	15
group2753	Thamnophis-elegans	NC_045548.1	-	80329167	80334020	8
group2754	Thamnophis-elegans	NC_045541.1	+	68317001	68319985	1
group2755	Thamnophis-elegans	NA	NA	NA	NA	NA
group2756	Thamnophis-elegans	NC_045544.1	-	4552212	4559824	4
group2757	Thamnophis-elegans	NC_045549.1	+	75483998	75498914	9
group2758	Thamnophis-elegans	NC_045549.1	+	3240197	3258786	9
group2759	Thamnophis-elegans	NC_045553.1	-	22127737	22133873	13
group2760	Thamnophis-elegans	NC_045545.1	-	100220001	100237423	5
group2761	Thamnophis-elegans	NC_045557.1	-	15220001	15235709	17
group2762	Thamnophis-elegans	NC_045543.1	-	28616630	28620000	3
group2763	Thamnophis-elegans	NC_045542.1	+	142170822	142177087	2
group2764	Thamnophis-elegans	NC_045555.1	-	309263	311070	15
group2765	Thamnophis-elegans	NC_045550.1	+	62924365	62939996	10
group2766	Thamnophis-elegans	NC_045552.1	-	40880015	40889649	12
group2767	Thamnophis-elegans	NC_045552.1	+	7920003	7927078	12
group2768	Thamnophis-elegans	NC_045555.1	-	21735	32937	15
group2769	Thamnophis-elegans	NC_045546.1	+	17782254	17792312	6
group2770	Thamnophis-elegans	NC_045552.1	-	4400050	4414154	12
group2771	Thamnophis-elegans	NA	NA	NA	NA	NA
group2772	Thamnophis-elegans	NC_045551.1	-	69966172	69979835	11
group2773	Thamnophis-elegans	NC_045542.1	+	24713104	24719923	2
group2774	Thamnophis-elegans	NA	NA	NA	NA	NA
group2775	Thamnophis-elegans	NC_045558.1	-	109260001	109272159	Z
group2776	Thamnophis-elegans	NA	NA	NA	NA	NA
group2777	Thamnophis-elegans	NC_045542.1	+	166560266	166579321	2
group2778	Thamnophis-elegans	NC_045556.1	-	30160005	30166747	16
group2779	Thamnophis-elegans	NC_045557.1	-	6500005	6511569	17
group2780	Thamnophis-elegans	NC_045558.1	-	108941731	108958607	Z
group2781	Thamnophis-elegans	NC_045551.1	-	16302727	16312459	11
group2782	Thamnophis-elegans	NC_045550.1	+	32407285	32413145	10
group2783	Thamnophis-elegans	NC_045547.1	-	82982932	82996431	7
group2784	Thamnophis-elegans	NA	NA	NA	NA	NA
group2785	Thamnophis-elegans	NA	NA	NA	NA	NA
group2786	Thamnophis-elegans	NA	NA	NA	NA	NA
group2787	Thamnophis-elegans	NC_045554.1	+	36840433	36845458	14
group2788	Thamnophis-elegans	NC_045545.1	-	56000051	56019305	5
group2789	Thamnophis-elegans	NA	NA	NA	NA	NA
group2790	Thamnophis-elegans	NC_045555.1	-	43321281	43339999	15
group2791	Thamnophis-elegans	NC_045551.1	+	29040820	29059936	11
group2792	Thamnophis-elegans	NC_045542.1	-	154888775	154900000	2
group2793	Thamnophis-elegans	NC_045543.1	+	151890375	151899998	3
group2794	Thamnophis-elegans	NC_045542.1	-	160526329	160539996	2
group2795	Thamnophis-elegans	NC_045556.1	+	27580001	27587901	16
group2796	Thamnophis-elegans	NC_045552.1	+	39984090	39991782	12
group2797	Thamnophis-elegans	NC_045543.1	-	130000001	130016481	3
group2798	Thamnophis-elegans	NC_045558.1	-	115890401	115897351	Z
group2799	Thamnophis-elegans	NC_045549.1	+	25091750	25096159	9
group2800	Thamnophis-elegans	NC_045558.1	-	127749203	127758842	Z
group2801	Thamnophis-elegans	NA	NA	NA	NA	NA
group2802	Thamnophis-elegans	NC_045552.1	+	8180679	8192446	12
group2803	Thamnophis-elegans	NW_022473588.1	-	6639	19635	na
group2804	Thamnophis-elegans	NC_045558.1	+	1042059	1059725	Z
group2805	Thamnophis-elegans	NA	NA	NA	NA	NA
group2806	Thamnophis-elegans	NC_045555.1	-	4081584	4095175	15
group2807	Thamnophis-elegans	NC_045558.1	-	110620031	110638095	Z
group2808	Thamnophis-elegans	NC_045541.1	-	67320006	67324938	1
group2809	Thamnophis-elegans	NC_045553.1	+	49060303	49078631	13
group2810	Thamnophis-elegans	NC_045555.1	+	43685137	43699820	15
group2811	Thamnophis-elegans	NA	NA	NA	NA	NA
group2812	Thamnophis-elegans	NC_045548.1	+	39703398	39706158	8
group2813	Thamnophis-elegans	NA	NA	NA	NA	NA
group2814	Thamnophis-elegans	NA	NA	NA	NA	NA
group2815	Thamnophis-elegans	NC_045542.1	+	159261619	159280000	2
group2816	Thamnophis-elegans	NC_045542.1	+	146594672	146599998	2
group2817	Thamnophis-elegans	NC_045554.1	-	1151371	1158144	14
group2818	Thamnophis-elegans	NC_045541.1	-	51287802	51293035	1
group2819	Thamnophis-elegans	NA	NA	NA	NA	NA
group2820	Thamnophis-elegans	NC_045542.1	+	590100	597350	2
group2821	Thamnophis-elegans	NC_045558.1	+	127080559	127100000	Z
group2822	Thamnophis-elegans	NC_045551.1	+	34154770	34160000	11
group2823	Thamnophis-elegans	NA	NA	NA	NA	NA
group2824	Thamnophis-elegans	NC_045558.1	-	111365695	111379705	Z
group2825	Thamnophis-elegans	NC_045558.1	+	110269762	110280000	Z
group2826	Thamnophis-elegans	NA	NA	NA	NA	NA
group2827	Thamnophis-elegans	NC_045548.1	+	27690123	27696673	8
group2828	Thamnophis-elegans	NC_045552.1	-	60280686	60291489	12
group2829	Thamnophis-elegans	NC_045542.1	+	90391491	90397245	2
group2830	Thamnophis-elegans	NC_045552.1	-	11048595	11051233	12
group2831	Thamnophis-elegans	NC_045557.1	-	5181643	5199095	17
group2832	Thamnophis-elegans	NC_045554.1	+	46405854	46418313	14
group2833	Thamnophis-elegans	NC_045558.1	+	110041968	110059326	Z
group2834	Thamnophis-elegans	NA	NA	NA	NA	NA
group2835	Thamnophis-elegans	NA	NA	NA	NA	NA
group2836	Thamnophis-elegans	NA	NA	NA	NA	NA
group2837	Thamnophis-elegans	NW_022473583.1	-	71798	76012	na
group2838	Thamnophis-elegans	NC_045544.1	-	130914349	130919999	4
group2839	Thamnophis-elegans	NC_045551.1	+	35980001	35985461	11
group2840	Thamnophis-elegans	NC_045551.1	-	55104380	55114647	11
group2841	Thamnophis-elegans	NA	NA	NA	NA	NA
group2842	Thamnophis-elegans	NC_045550.1	+	11556138	11560000	10
group2843	Thamnophis-elegans	NC_045557.1	+	4168334	4179751	17
group2844	Thamnophis-elegans	NA	NA	NA	NA	NA
group2845	Thamnophis-elegans	NC_045557.1	+	4500017	4517327	17
group2846	Thamnophis-elegans	NC_045557.1	+	4441902	4444045	17
group2847	Thamnophis-elegans	NA	NA	NA	NA	NA
group2848	Thamnophis-elegans	NC_045557.1	-	3918233	3919999	17
group2849	Thamnophis-elegans	NC_045544.1	+	134100238	134118800	4
group2850	Thamnophis-elegans	NC_045558.1	+	9489262	9493190	Z
group2851	Thamnophis-elegans	NC_045552.1	+	55781427	55788586	12
group2852	Thamnophis-elegans	NC_045558.1	-	109901702	109919998	Z
group2853	Thamnophis-elegans	NC_045554.1	+	48915426	48918360	14
group2854	Thamnophis-elegans	NC_045552.1	+	7980063	7994673	12
group2855	Thamnophis-elegans	NA	NA	NA	NA	NA
group2856	Thamnophis-elegans	NC_045546.1	-	53140003	53143527	6
group2857	Thamnophis-elegans	NC_045558.1	+	131330876	131338362	Z
group2858	Thamnophis-elegans	NA	NA	NA	NA	NA
group2859	Thamnophis-elegans	NC_045557.1	-	4374047	4380000	17
group2860	Thamnophis-elegans	NC_045558.1	-	108900023	108917735	Z
group2861	Thamnophis-elegans	NC_045545.1	+	446279	454740	5
group2862	Thamnophis-elegans	NC_045558.1	-	113725628	113731162	Z
group2863	Thamnophis-elegans	NA	NA	NA	NA	NA
group2864	Thamnophis-elegans	NA	NA	NA	NA	NA
group2865	Thamnophis-elegans	NC_045544.1	+	9720020	9739945	4
group2866	Thamnophis-elegans	NC_045542.1	-	122365886	122372830	2
group2867	Thamnophis-elegans	NC_045557.1	+	4453753	4457006	17
group2868	Thamnophis-elegans	NC_045558.1	+	12722171	12731088	Z
group2869	Thamnophis-elegans	NC_045553.1	+	50380001	50383671	13
group2870	Thamnophis-elegans	NC_045542.1	-	167007607	167017811	2
group2871	Thamnophis-elegans	NA	NA	NA	NA	NA
group2872	Thamnophis-elegans	NC_045541.1	+	42675845	42679924	1
group2873	Thamnophis-elegans	NA	NA	NA	NA	NA
group2874	Thamnophis-elegans	NA	NA	NA	NA	NA
group2875	Thamnophis-elegans	NA	NA	NA	NA	NA
group2876	Thamnophis-elegans	NC_045557.1	-	3873116	3880000	17
group2877	Thamnophis-elegans	NC_045548.1	-	50900001	50909379	8
group2878	Thamnophis-elegans	NC_045557.1	-	4400163	4406413	17
group2879	Thamnophis-elegans	NC_045551.1	+	28280001	28299931	11
group2880	Thamnophis-elegans	NA	NA	NA	NA	NA
group2881	Thamnophis-elegans	NA	NA	NA	NA	NA
group2882	Thamnophis-elegans	NC_045542.1	-	166932487	166940000	2
group2883	Thamnophis-elegans	NC_045554.1	+	49149202	49159999	14
group2884	Thamnophis-elegans	NC_045558.1	-	23230193	23235478	Z
group2885	Thamnophis-elegans	NA	NA	NA	NA	NA
group2886	Thamnophis-elegans	NA	NA	NA	NA	NA
group2887	Thamnophis-elegans	NC_045558.1	+	7074393	7075706	Z
group2888	Thamnophis-elegans	NA	NA	NA	NA	NA
group2889	Thamnophis-elegans	NC_045553.1	+	48050535	48060000	13
group2890	Thamnophis-elegans	NC_045550.1	-	56434708	56440000	10
group2891	Thamnophis-elegans	NA	NA	NA	NA	NA
group2892	Thamnophis-elegans	NC_045545.1	-	64423636	64440000	5
group2893	Thamnophis-elegans	NA	NA	NA	NA	NA
group2894	Thamnophis-elegans	NC_045542.1	-	91261898	91273956	2
group2895	Thamnophis-elegans	NC_045548.1	-	79724701	79739726	8
group2896	Thamnophis-elegans	NA	NA	NA	NA	NA
group2897	Thamnophis-elegans	NA	NA	NA	NA	NA
group2898	Thamnophis-elegans	NA	NA	NA	NA	NA
group2899	Thamnophis-elegans	NA	NA	NA	NA	NA
group2900	Thamnophis-elegans	NC_045558.1	+	1665438	1674634	Z
group2901	Thamnophis-elegans	NC_045558.1	-	123500043	123514953	Z
group2902	Thamnophis-elegans	NC_045552.1	+	60002355	60013175	12
group2903	Thamnophis-elegans	NC_045548.1	-	79606959	79619705	8
group2904	Thamnophis-elegans	NC_045546.1	+	40620001	40626851	6
group2905	Thamnophis-elegans	NC_045547.1	-	77520834	77538477	7
group2906	Thamnophis-elegans	NC_045556.1	-	37669665	37671681	16
group2907	Thamnophis-elegans	NA	NA	NA	NA	NA
group2908	Thamnophis-elegans	NC_045541.1	-	179560485	179578673	1
group2909	Thamnophis-elegans	NC_045553.1	+	28947050	28955552	13
group2910	Thamnophis-elegans	NC_045553.1	-	22164118	22179868	13
group2911	Thamnophis-elegans	NC_045542.1	+	172680533	172693565	2
group2912	Thamnophis-elegans	NC_045558.1	-	125676230	125680000	Z
group2913	Thamnophis-elegans	NC_045555.1	-	1922214	1935663	15
group2914	Thamnophis-elegans	NC_045542.1	-	159751581	159759413	2
group2915	Thamnophis-elegans	NC_045552.1	+	38704978	38718152	12
group2916	Thamnophis-elegans	NC_045552.1	-	55810206	55819308	12
group2917	Thamnophis-elegans	NC_045545.1	-	56140255	56159229	5
group2918	Thamnophis-elegans	NC_045553.1	+	25668832	25679224	13
group2919	Thamnophis-elegans	NC_045544.1	+	15405355	15418583	4
group2920	Thamnophis-elegans	NC_045555.1	+	182414	191830	15
group2921	Thamnophis-elegans	NA	NA	NA	NA	NA
group2922	Thamnophis-elegans	NC_045542.1	+	161995296	161999998	2
group2923	Thamnophis-elegans	NA	NA	NA	NA	NA
group2924	Thamnophis-elegans	NC_045541.1	+	168041534	168059774	1
group2925	Thamnophis-elegans	NW_022473900.1	-	34726	37474	na
group2926	Thamnophis-elegans	NC_045542.1	-	158780001	158787717	2
group2927	Thamnophis-elegans	NA	NA	NA	NA	NA
group2928	Thamnophis-elegans	NC_045542.1	-	162164282	162166489	2
group2929	Thamnophis-elegans	NC_045544.1	+	58300001	58307180	4
group2930	Thamnophis-elegans	NC_045556.1	+	28100001	28102223	16
group2931	Thamnophis-elegans	NA	NA	NA	NA	NA
group2932	Thamnophis-elegans	NC_045554.1	+	18562873	18575165	14
group2933	Thamnophis-elegans	NC_045553.1	-	34748946	34757003	13
group2934	Thamnophis-elegans	NC_045542.1	+	146940001	146959898	2
group2935	Thamnophis-elegans	NC_045558.1	-	145027792	145031267	Z
group2936	Thamnophis-elegans	NW_022473802.1	+	20001	23538	na
group2937	Thamnophis-elegans	NC_045552.1	+	295991	300000	12
group2938	Thamnophis-elegans	NA	NA	NA	NA	NA
group2939	Thamnophis-elegans	NC_045558.1	-	134961139	134974451	Z
group2940	Thamnophis-elegans	NC_045544.1	-	7520084	7540000	4
group2941	Thamnophis-elegans	NC_045548.1	-	8347473	8352688	8
group2942	Thamnophis-elegans	NA	NA	NA	NA	NA
group2943	Thamnophis-elegans	NC_045552.1	+	60120873	60134570	12
group2944	Thamnophis-elegans	NC_045552.1	+	1365376	1377525	12
group2945	Thamnophis-elegans	NW_022473679.1	-	1	2009	na
group2946	Thamnophis-elegans	NC_045553.1	+	19787533	19796903	13
group2947	Thamnophis-elegans	NC_045558.1	+	4722845	4737522	Z
group2948	Thamnophis-elegans	NC_045542.1	-	122460332	122471021	2
group2949	Thamnophis-elegans	NC_045547.1	-	12929629	12936426	7
group2950	Thamnophis-elegans	NC_045547.1	+	1025052	1034092	7
group2951	Thamnophis-elegans	NC_045541.1	-	186658847	186660000	1
group2952	Thamnophis-elegans	NC_045553.1	+	46427290	46435897	13
group2953	Thamnophis-elegans	NC_045555.1	-	7061432	7068265	15
group2954	Thamnophis-elegans	NC_045548.1	-	45358904	45360000	8
group2955	Thamnophis-elegans	NC_045541.1	-	159469622	159479978	1
group2956	Thamnophis-elegans	NC_045555.1	+	155045	158300	15
group2957	Thamnophis-elegans	NC_045542.1	-	46864915	46872797	2
group2958	Thamnophis-elegans	NC_045558.1	-	110467808	110470322	Z
group2959	Thamnophis-elegans	NC_045552.1	+	10520024	10533625	12
group2960	Thamnophis-elegans	NA	NA	NA	NA	NA
group2961	Thamnophis-elegans	NA	NA	NA	NA	NA
group2962	Thamnophis-elegans	NC_045542.1	+	171072748	171079770	2
group2963	Thamnophis-elegans	NC_045558.1	-	135041977	135059119	Z
group2964	Thamnophis-elegans	NC_045541.1	-	50616446	50620000	1
group2965	Thamnophis-elegans	NC_045556.1	-	24731042	24737723	16
group2966	Thamnophis-elegans	NC_045551.1	-	55080078	55090174	11
group2967	Thamnophis-elegans	NC_045544.1	-	119020036	119034233	4
group2968	Thamnophis-elegans	NC_045558.1	-	75380001	75391863	Z
group2969	Thamnophis-elegans	NA	NA	NA	NA	NA
group2970	Thamnophis-elegans	NA	NA	NA	NA	NA
group2971	Thamnophis-elegans	NC_045554.1	+	23140903	23152572	14
group2972	Thamnophis-elegans	NA	NA	NA	NA	NA
group2973	Thamnophis-elegans	NC_045557.1	-	4160087	4180000	17
group2974	Thamnophis-elegans	NC_045541.1	-	67640087	67648430	1
group2975	Thamnophis-elegans	NC_045548.1	-	75162102	75173648	8
group2976	Thamnophis-elegans	NA	NA	NA	NA	NA
group2977	Thamnophis-elegans	NA	NA	NA	NA	NA
group2978	Thamnophis-elegans	NA	NA	NA	NA	NA
group2979	Thamnophis-elegans	NC_045554.1	+	28673139	28678465	14
group2980	Thamnophis-elegans	NA	NA	NA	NA	NA
group2981	Thamnophis-elegans	NC_045548.1	-	14382520	14399152	8
group2982	Thamnophis-elegans	NC_045555.1	-	9162982	9174704	15
group2983	Thamnophis-elegans	NA	NA	NA	NA	NA
group2984	Thamnophis-elegans	NC_045556.1	+	28160001	28170138	16
group2985	Thamnophis-elegans	NC_045558.1	-	32639109	32639999	Z
group2986	Thamnophis-elegans	NC_045545.1	-	44685019	44689113	5
group2987	Thamnophis-elegans	NC_045542.1	-	168483727	168499454	2
group2988	Thamnophis-elegans	NC_045542.1	-	154942481	154946574	2
group2989	Thamnophis-elegans	NA	NA	NA	NA	NA
group2990	Thamnophis-elegans	NC_045542.1	+	174144477	174159725	2
group2991	Thamnophis-elegans	NC_045554.1	-	23620005	23621767	14
group2992	Thamnophis-elegans	NW_022473736.1	+	94	19060	na
group2993	Thamnophis-elegans	NC_045557.1	-	7804228	7818270	17
group2994	Thamnophis-elegans	NC_045555.1	-	35686133	35697975	15
group2995	Thamnophis-elegans	NA	NA	NA	NA	NA
group2996	Thamnophis-elegans	NC_045542.1	+	173200213	173219285	2
group2997	Thamnophis-elegans	NC_045548.1	+	51940472	51951318	8
group2998	Thamnophis-elegans	NC_045555.1	+	28740001	28744603	15
group2999	Thamnophis-elegans	NC_045547.1	+	83985507	83999223	7
group3000	Thamnophis-elegans	NC_045558.1	-	23718668	23720000	Z
group3001	Thamnophis-elegans	NC_045557.1	-	5764054	5778552	17
group3002	Thamnophis-elegans	NC_045553.1	+	1372415	1379746	13
group3003	Thamnophis-elegans	NC_045558.1	-	21113881	21120000	Z
group3004	Thamnophis-elegans	NC_045553.1	+	8166550	8171749	13
group3005	Thamnophis-elegans	NC_045542.1	-	27824942	27832872	2
group3006	Thamnophis-elegans	NC_045542.1	-	99860002	99866853	2
group3007	Thamnophis-elegans	NA	NA	NA	NA	NA
group3008	Thamnophis-elegans	NC_045542.1	+	14055512	14060000	2
group3009	Thamnophis-elegans	NC_045551.1	-	70744848	70759226	11
group3010	Thamnophis-elegans	NC_045558.1	-	109226205	109239803	Z
group3011	Thamnophis-elegans	NC_045548.1	-	80395782	80400000	8
group3012	Thamnophis-elegans	NA	NA	NA	NA	NA
group3013	Thamnophis-elegans	NC_045545.1	+	100520210	100528815	5
group3014	Thamnophis-elegans	NA	NA	NA	NA	NA
group3015	Thamnophis-elegans	NC_045556.1	+	36465043	36467952	16
group3016	Thamnophis-elegans	NC_045554.1	+	5945542	5958762	14
group3017	Thamnophis-elegans	NC_045549.1	+	76521865	76538898	9
group3018	Thamnophis-elegans	NC_045558.1	+	71592341	71594283	Z
group3019	Thamnophis-elegans	NC_045554.1	-	36478287	36479999	14
group3020	Thamnophis-elegans	NC_045543.1	+	80685745	80690566	3
group3021	Thamnophis-elegans	NC_045545.1	-	99988500	99995232	5
group3022	Thamnophis-elegans	NC_045554.1	-	28785861	28795194	14
group3023	Thamnophis-elegans	NA	NA	NA	NA	NA
group3024	Thamnophis-elegans	NC_045542.1	-	154703057	154705616	2
group3025	Thamnophis-elegans	NC_045549.1	+	3480023	3499896	9
group3026	Thamnophis-elegans	NC_045556.1	-	39543826	39553894	16
group3027	Thamnophis-elegans	NC_045557.1	-	4830479	4838991	17
group3028	Thamnophis-elegans	NC_045542.1	-	152300001	152309094	2
group3029	Thamnophis-elegans	NC_045553.1	+	14344792	14359879	13
group3030	Thamnophis-elegans	NA	NA	NA	NA	NA
group3031	Thamnophis-elegans	NC_045548.1	-	80588643	80600000	8
group3032	Thamnophis-elegans	NC_045558.1	+	102980001	102994096	Z
group3033	Thamnophis-elegans	NC_045553.1	+	1898618	1900000	13
group3034	Thamnophis-elegans	NC_045542.1	+	170270923	170273838	2
group3035	Thamnophis-elegans	NA	NA	NA	NA	NA
group3036	Thamnophis-elegans	NC_045553.1	-	820370	821847	13
group3037	Thamnophis-elegans	NC_045558.1	-	114380129	114396124	Z
group3038	Thamnophis-elegans	NC_045544.1	+	134460223	134464822	4
group3039	Thamnophis-elegans	NA	NA	NA	NA	NA
group3040	Thamnophis-elegans	NC_045543.1	-	130640001	130645838	3
group3041	Thamnophis-elegans	NC_045553.1	-	17955735	17958790	13
group3042	Thamnophis-elegans	NC_045542.1	-	144326059	144338351	2
group3043	Thamnophis-elegans	NC_045557.1	-	1656777	1659979	17
group3044	Thamnophis-elegans	NA	NA	NA	NA	NA
group3045	Thamnophis-elegans	NC_045543.1	-	139143053	139158334	3
group3046	Thamnophis-elegans	NC_045556.1	-	7428055	7439875	16
group3047	Thamnophis-elegans	NC_045542.1	+	168121248	168133843	2
group3048	Thamnophis-elegans	NC_045548.1	+	76540043	76559916	8
group3049	Thamnophis-elegans	NC_045547.1	-	77800355	77814307	7
group3050	Thamnophis-elegans	NC_045548.1	-	4907902	4908661	8
group3051	Thamnophis-elegans	NC_045542.1	+	39222276	39229052	2
group3052	Thamnophis-elegans	NC_045557.1	+	4220001	4237222	17
group3053	Thamnophis-elegans	NC_045557.1	+	3925805	3939208	17
group3054	Thamnophis-elegans	NC_045550.1	-	43393543	43399341	10
group3055	Thamnophis-elegans	NC_045558.1	+	110666794	110677702	Z
group3056	Thamnophis-elegans	NC_045541.1	-	67600001	67614738	1
group3057	Thamnophis-elegans	NA	NA	NA	NA	NA
group3058	Thamnophis-elegans	NC_045541.1	-	35200916	35218761	1
group3059	Thamnophis-elegans	NA	NA	NA	NA	NA
group3060	Thamnophis-elegans	NC_045558.1	+	31812983	31814081	Z
group3061	Thamnophis-elegans	NC_045543.1	-	148511534	148520000	3
group3062	Thamnophis-elegans	NC_045547.1	-	77464058	77479374	7
group3063	Thamnophis-elegans	NC_045550.1	-	71311861	71313399	10
group3064	Thamnophis-elegans	NC_045545.1	+	100733501	100738311	5
group3065	Thamnophis-elegans	NC_045553.1	-	22128230	22138544	13
group3066	Thamnophis-elegans	NW_022473751.1	-	20004	23258	na
group3067	Thamnophis-elegans	NC_045545.1	+	1147532	1160000	5
group3068	Thamnophis-elegans	NC_045547.1	+	77397039	77400000	7
group3069	Thamnophis-elegans	NC_045542.1	+	161146758	161159459	2
group3070	Thamnophis-elegans	NC_045547.1	-	7963938	7972928	7
group3071	Thamnophis-elegans	NC_045558.1	-	111630406	111638909	Z
group3072	Thamnophis-elegans	NA	NA	NA	NA	NA
group3073	Thamnophis-elegans	NC_045555.1	-	11400293	11419982	15
group3074	Thamnophis-elegans	NC_045558.1	+	13058652	13060000	Z
group3075	Thamnophis-elegans	NC_045542.1	+	161820021	161839690	2
group3076	Thamnophis-elegans	NC_045558.1	+	112021154	112029227	Z
