,,%Identity,,,,,,,,,
QLTV01004222.1:2397032-2397957,LFLD01070449.1,75,64,12,2,1,60,7679,7742,1.7,39.2
QLTV01004222.1:2793418-2794329,LFLD01161972.1,69.014,142,28,3,215,356,1969,2094,1.80E-06,59.9
QLTV01004222.1:2793418-2794329,LFLD01013040.1,71.533,137,24,6,229,358,10884,10756,1.80E-06,59
QLTV01004222.1:2793418-2794329,LFLD01013040.1,69.677,155,26,7,213,366,11522,11388,2.19E-05,56.3
QLTV01004222.1:2793418-2794329,LFLD01004029.1,68.323,161,27,6,214,352,2783,2941,2.19E-05,56.3
QLTV01004222.1:2793418-2794329,LFLD01094688.1,69.481,154,32,6,216,364,1982,1839,7.64E-05,53.6
QLTV01004222.1:2793418-2794329,LFLD01094688.1,68.293,164,43,7,208,364,1890,1729,1.7,39.2
QLTV01004222.1:2793418-2794329,LFLD01136086.1,69.565,115,20,4,250,360,4150,4047,0.011,46.4
QLTV01004222.1:2793418-2794329,LFLD01061429.1,88.571,35,3,1,811,845,5996,5963,0.14,42.8
QLTV01004222.1:2793418-2794329,LFLD01015395.1,84.211,38,6,0,484,521,2762,2799,0.14,42.8
QLTV01004222.1:2793418-2794329,LFLD01109331.1,96,25,1,0,655,679,10616,10640,0.48,41.9
QLTV01004222.1:2793418-2794329,LFLD01034298.1,92.593,27,2,0,51,77,1097,1071,0.48,41
QLTV01004222.1:2793418-2794329,LFLD01122428.1,80,45,6,1,514,555,5175,5219,1.7,40.1
QLTV01004232.1:188994-189933,LFLD01064358.1,75.42,655,88,15,1,617,6308,6927,2.32E-125,454
QLTV01004232.1:188994-189933,LFLD01064358.1,74.709,344,31,8,619,924,7180,7505,7.62E-62,243
QLTV01004232.1:188994-189933,LFLD01133527.1,80.22,91,18,0,380,470,5906,5816,4.51E-14,84.2
QLTV01004232.1:188994-189933,LFLD01120693.1,80.22,91,18,0,380,470,93,183,4.51E-14,84.2
QLTV01004232.1:188994-189933,LFLD01116196.1,80.22,91,18,0,380,470,19788,19698,4.51E-14,84.2
QLTV01004232.1:188994-189933,LFLD01082280.1,80.22,91,18,0,380,470,2093,2003,4.51E-14,84.2
QLTV01004232.1:188994-189933,LFLD01135935.1,75.862,116,26,1,380,493,7070,6955,5.49E-13,81.5
QLTV01004232.1:188994-189933,LFLD01050726.1,76,125,27,3,367,489,2851,2728,5.49E-13,80.6
QLTV01004232.1:188994-189933,LFLD01000546.1,76.147,109,26,0,380,488,113,221,5.49E-13,80.6
QLTV01004232.1:188994-189933,LFLD01141132.1,79.121,91,19,0,380,470,11602,11692,1.92E-12,79.7
QLTV01004232.1:188994-189933,LFLD01129038.1,79.121,91,19,0,380,470,9442,9532,1.92E-12,79.7
QLTV01004232.1:313408-314317,LFLD01117365.1,82.979,47,7,1,105,151,971,1016,0.011,46.4
QLTV01004232.1:313408-314317,LFLD01010932.1,100,23,0,0,104,126,1925,1903,0.14,42.8
QLTV01004232.1:313408-314317,LFLD01160163.1,96.296,27,0,1,101,126,558,532,0.48,41.9
QLTV01004232.1:313408-314317,LFLD01043459.1,96,25,1,0,47,71,3510,3486,0.48,41.9
QLTV01004232.1:313408-314317,LFLD01019366.1,90,30,3,0,99,128,7145,7116,0.48,41.9
QLTV01004232.1:313408-314317,LFLD01171484.1,92.593,27,2,0,102,128,10709,10735,0.48,41
QLTV01004232.1:313408-314317,LFLD01123566.1,84.615,39,5,1,77,115,510,547,0.48,41
QLTV01004232.1:313408-314317,LFLD01044881.1,92.593,27,2,0,102,128,2283,2257,0.48,41
QLTV01004232.1:313408-314317,LFLD01008365.1,84.615,39,5,1,77,115,469,506,0.48,41
QLTV01004232.1:313408-314317,LFLD01164991.1,89.655,29,3,0,99,127,2585,2613,1.7,40.1
QLTV01004237.1:1333547-1334476,LFLD01028761.1,86.828,949,62,10,1,930,5454,4550,0,1160
QLTV01004237.1:1333547-1334476,LFLD01105327.1,88.235,34,4,0,736,769,1930,1897,0.04,44.6
QLTV01004237.1:1333547-1334476,LFLD01083689.1,100,24,0,0,528,551,3447,3424,0.04,44.6
QLTV01004237.1:1333547-1334476,LFLD01138399.1,81.132,53,6,3,672,723,1488,1439,0.48,41.9
QLTV01004237.1:1333547-1334476,LFLD01015447.1,80.357,56,8,3,672,726,9025,8972,0.48,41.9
QLTV01004237.1:1333547-1334476,LFLD01169144.1,84.615,39,5,1,717,754,4396,4358,0.48,41
QLTV01004237.1:1333547-1334476,LFLD01168744.1,92.593,27,2,0,547,573,332,358,0.48,41
QLTV01004237.1:1333547-1334476,LFLD01144034.1,92.593,27,2,0,386,412,12787,12813,0.48,41
QLTV01004237.1:1333547-1334476,LFLD01127144.1,87.5,32,4,0,534,565,3882,3851,0.48,41
QLTV01004237.1:1333547-1334476,LFLD01123991.1,85.714,35,1,1,166,196,14958,14992,0.48,41
QLTV01004242.1:1340941-1341925,LFLD01061607.1,88.5,1000,63,11,23,985,3148,2164,0,1283
QLTV01004242.1:1340941-1341925,LFLD01061607.1,96.97,33,1,0,1,33,3426,3394,2.19E-05,56.3
QLTV01004242.1:1340941-1341925,LFLD01053450.1,83.019,53,8,1,720,771,1206,1258,2.67E-04,52.7
QLTV01004242.1:1340941-1341925,LFLD01111776.1,78.462,65,13,1,187,251,1593,1530,2.67E-04,51.8
QLTV01004242.1:1340941-1341925,LFLD01151266.1,84.783,46,6,1,182,227,43811,43767,0.003,49.1
QLTV01004242.1:1340941-1341925,LFLD01106278.1,80.851,47,9,0,186,232,1051,1005,0.04,45.5
QLTV01004242.1:1340941-1341925,LFLD01066825.1,88.235,34,4,0,718,751,36141,36174,0.04,44.6
QLTV01004242.1:1340941-1341925,LFLD01002592.1,93.103,29,2,0,721,749,3394,3366,0.04,44.6
QLTV01004242.1:1340941-1341925,LFLD01061595.1,82.927,41,7,0,188,228,4865,4825,0.14,43.7
QLTV01004242.1:1340941-1341925,LFLD01046268.1,89.189,37,1,2,71,106,7840,7874,0.14,43.7
QLTV01004242.1:1340941-1341925,LFLD01039899.1,86.111,36,5,0,79,114,6119,6154,0.14,43.7
QLTV01004245.1:1207620-1208563,LFLD01062032.1,91.772,948,58,5,3,944,9076,10009,0,1354
QLTV01004245.1:1207620-1208563,LFLD01062032.1,84.211,38,6,0,900,937,2794,2831,0.14,42.8
QLTV01004245.1:1207620-1208563,LFLD01060733.1,86.364,44,6,0,900,943,510,467,7.64E-05,53.6
QLTV01004245.1:1207620-1208563,LFLD01137808.1,85.417,48,6,1,898,944,4163,4116,2.67E-04,52.7
QLTV01004245.1:1207620-1208563,LFLD01110064.1,86.047,43,6,0,901,943,18737,18695,2.67E-04,51.8
QLTV01004245.1:1207620-1208563,LFLD01066629.1,86.047,43,6,0,898,940,4476,4434,2.67E-04,51.8
QLTV01004245.1:1207620-1208563,LFLD01005509.1,82.692,52,8,1,891,942,21046,21096,0.001,50.9
QLTV01004245.1:1207620-1208563,LFLD01084517.1,89.189,37,4,0,907,943,31128,31092,0.001,50
QLTV01004245.1:1207620-1208563,LFLD01052127.1,89.189,37,4,0,900,936,72729,72693,0.001,50
QLTV01004245.1:1207620-1208563,LFLD01052078.1,85.714,42,6,0,902,943,6900,6859,0.001,50
QLTV01004245.1:1207620-1208563,LFLD01005235.1,85.714,42,6,0,902,943,29262,29221,0.001,50
QLTV01004253.1:1929474-1930386,LFLD01018380.1,90.106,849,79,4,70,913,11652,10804,0,1140
QLTV01004253.1:1929474-1930386,LFLD01018380.1,82.857,70,12,0,1,70,9591,9660,8.15E-11,73.4
QLTV01004253.1:1929474-1930386,LFLD01102619.1,85,40,6,0,12,51,15561,15600,0.011,46.4
QLTV01004253.1:1929474-1930386,LFLD01093646.1,86.486,37,5,0,185,221,4407,4371,0.04,45.5
QLTV01004253.1:1929474-1930386,LFLD01009309.1,80.851,47,9,0,681,727,19407,19361,0.04,45.5
QLTV01004253.1:1929474-1930386,LFLD01063952.1,90.323,31,3,0,590,620,1680,1650,0.14,43.7
QLTV01004253.1:1929474-1930386,LFLD01011703.1,76.786,56,13,0,739,794,5377,5432,0.14,43.7
QLTV01004253.1:1929474-1930386,LFLD01025768.1,83.333,42,5,1,431,472,2481,2520,0.14,42.8
QLTV01004253.1:1929474-1930386,LFLD01015658.1,85.714,35,5,0,713,747,964,930,0.48,41.9
QLTV01004253.1:1929474-1930386,LFLD01153175.1,84.615,39,5,1,525,563,8948,8911,0.48,41
QLTV01004253.1:1929474-1930386,LFLD01095216.1,87.5,32,4,0,810,841,1183,1152,0.48,41
QLTV01004256.1:3682832-3683792,LFLD01073030.1,90.57,965,45,8,1,961,3292,4214,0,1336
QLTV01004256.1:3682832-3683792,LFLD01052529.1,81.25,48,9,0,873,920,2467,2514,0.011,47.3
QLTV01004256.1:3682832-3683792,LFLD01159569.1,85,40,6,0,863,902,5783,5744,0.011,46.4
QLTV01004256.1:3682832-3683792,LFLD01089399.1,87.179,39,3,1,480,516,3116,3078,0.011,46.4
QLTV01004256.1:3682832-3683792,LFLD01056135.1,85,40,6,0,889,928,6193,6232,0.011,46.4
QLTV01004256.1:3682832-3683792,LFLD01007749.1,93.333,30,2,0,528,557,16518,16547,0.011,46.4
QLTV01004256.1:3682832-3683792,LFLD01124366.1,83.333,42,7,0,239,280,2769,2728,0.04,45.5
QLTV01004256.1:3682832-3683792,LFLD01046819.1,83.019,53,6,3,536,587,2224,2174,0.04,45.5
QLTV01004256.1:3682832-3683792,LFLD01032245.1,96.296,27,1,0,249,275,564,538,0.04,45.5
QLTV01004256.1:3682832-3683792,LFLD01003932.1,86.486,37,5,0,473,509,5106,5142,0.04,45.5
QLTV01004257.1:2606037-2606981,LFLD01021581.1,92.476,957,54,6,1,945,4243,5193,0,1391
QLTV01004257.1:2606037-2606981,LFLD01040134.1,85.714,63,1,1,854,908,5469,5531,6.69E-12,77
QLTV01004257.1:2606037-2606981,LFLD01073323.1,90.566,53,4,1,855,907,19234,19183,9.93E-10,70.7
QLTV01004257.1:2606037-2606981,LFLD01053095.1,88.679,53,6,0,855,907,2244,2192,9.93E-10,69.8
QLTV01004257.1:2606037-2606981,LFLD01075087.1,100,35,0,0,855,889,1695,1729,4.22E-08,64.4
QLTV01004257.1:2606037-2606981,LFLD01017735.1,91.667,36,3,0,855,890,2283,2248,2.67E-04,52.7
QLTV01004257.1:2606037-2606981,LFLD01115387.1,80,55,11,0,855,909,10318,10264,2.67E-04,51.8
QLTV01004257.1:2606037-2606981,LFLD01049956.1,80,55,11,0,855,909,59642,59588,0.001,50.9
QLTV01004257.1:2606037-2606981,LFLD01032756.1,100,26,0,0,855,880,3373,3348,0.003,48.2
QLTV01004257.1:2606037-2606981,LFLD01140986.1,76.562,64,14,1,868,931,1679,1617,0.04,45.5
QLTV01004279.1:2038339-2039287,LFLD01108008.1,78.702,986,102,17,1,949,10672,11586,0,853
QLTV01004279.1:2038339-2039287,LFLD01002527.1,76.19,84,12,3,328,410,12294,12370,2.19E-05,56.3
QLTV01004279.1:2038339-2039287,LFLD01087586.1,76.19,84,13,3,330,410,1900,1979,2.19E-05,55.4
QLTV01004279.1:2038339-2039287,LFLD01102477.1,74.39,82,19,1,330,409,937,1018,2.67E-04,51.8
QLTV01004279.1:2038339-2039287,LFLD01006797.1,74.074,81,19,1,328,406,1086,1006,0.001,50
QLTV01004279.1:2038339-2039287,LFLD01132301.1,71.084,83,9,2,330,408,5252,5323,0.011,47.3
QLTV01004279.1:2038339-2039287,LFLD01062106.1,83.721,43,7,0,782,824,676,718,0.011,47.3
QLTV01004279.1:2038339-2039287,LFLD01026377.1,86.486,37,5,0,784,820,13518,13554,0.04,45.5
QLTV01004279.1:2038339-2039287,LFLD01112823.1,92.857,28,2,0,620,647,763,736,0.14,42.8
QLTV01004279.1:2038339-2039287,LFLD01112823.1,89.286,28,3,0,620,647,754,727,5.9,38.3
QLTV01004279.1:2038339-2039287,LFLD01111754.1,79.63,54,8,2,780,833,724,774,0.14,42.8
QLTV01004279.1:2038350-2039287,LFLD01108008.1,78.564,975,101,17,1,938,10683,11586,0,838
QLTV01004279.1:2038350-2039287,LFLD01002527.1,76.19,84,12,3,317,399,12294,12370,2.19E-05,56.3
QLTV01004279.1:2038350-2039287,LFLD01087586.1,76.19,84,13,3,319,399,1900,1979,2.19E-05,55.4
QLTV01004279.1:2038350-2039287,LFLD01102477.1,74.39,82,19,1,319,398,937,1018,2.67E-04,51.8
QLTV01004279.1:2038350-2039287,LFLD01006797.1,74.074,81,19,1,317,395,1086,1006,0.001,50
QLTV01004279.1:2038350-2039287,LFLD01132301.1,71.084,83,9,2,319,397,5252,5323,0.011,47.3
QLTV01004279.1:2038350-2039287,LFLD01062106.1,83.721,43,7,0,771,813,676,718,0.011,47.3
QLTV01004279.1:2038350-2039287,LFLD01026377.1,86.486,37,5,0,773,809,13518,13554,0.04,45.5
QLTV01004279.1:2038350-2039287,LFLD01112823.1,92.857,28,2,0,609,636,763,736,0.14,42.8
QLTV01004279.1:2038350-2039287,LFLD01112823.1,89.286,28,3,0,609,636,754,727,5.9,38.3
QLTV01004279.1:2038350-2039287,LFLD01111754.1,79.63,54,8,2,769,822,724,774,0.14,42.8
QLTV01004293.1:158596-159532,LFLD01166541.1,91.164,962,59,10,1,937,1322,2282,0,1331
QLTV01004293.1:158596-159532,LFLD01052954.1,79.592,49,10,0,859,907,12127,12175,0.04,44.6
QLTV01004293.1:158596-159532,LFLD01033563.1,92.857,28,2,0,774,801,2275,2248,0.14,42.8
QLTV01004293.1:158596-159532,LFLD01166657.1,85.714,35,5,0,859,893,1258,1292,0.48,41.9
QLTV01004293.1:158596-159532,LFLD01124164.1,83.333,42,6,1,858,899,9600,9640,0.48,41.9
QLTV01004293.1:158596-159532,LFLD01084683.1,85.714,35,5,0,195,229,255,289,0.48,41.9
QLTV01004293.1:158596-159532,LFLD01154203.1,100,22,0,0,195,216,90,111,0.48,41
QLTV01004293.1:158596-159532,LFLD01091320.1,87.5,32,4,0,726,757,14600,14569,0.48,41
QLTV01004293.1:158596-159532,LFLD01061447.1,83.333,42,2,2,694,733,4658,4696,0.48,41
QLTV01004293.1:158596-159532,LFLD01061446.1,83.333,42,2,2,694,733,1154,1192,0.48,41
QLTV01004386.1:234140-235052,LFLD01091001.1,81.333,75,14,0,6,80,1258,1332,8.15E-11,73.4
QLTV01004386.1:234140-235052,LFLD01120890.1,75.269,93,22,1,6,97,7154,7062,5.15E-07,61.7
QLTV01004386.1:234140-235052,LFLD01025389.1,78.873,71,15,0,34,104,336,406,5.15E-07,61.7
QLTV01004386.1:234140-235052,LFLD01131832.1,87.5,48,6,0,29,76,3909,3862,5.15E-07,60.8
QLTV01004386.1:234140-235052,LFLD01044593.1,80.645,62,12,0,17,78,4355,4294,1.80E-06,59
QLTV01004386.1:234140-235052,LFLD01031942.1,83.019,53,9,0,29,81,1767,1819,2.19E-05,56.3
QLTV01004386.1:234140-235052,LFLD01105394.1,73.118,93,23,1,3,93,2569,2661,7.64E-05,53.6
QLTV01004386.1:234140-235052,LFLD01058045.1,79.032,62,10,1,23,81,9068,9007,2.67E-04,52.7
QLTV01004386.1:234140-235052,LFLD01095900.1,81.132,53,10,0,29,81,35909,35857,2.67E-04,51.8
QLTV01004386.1:234140-235052,LFLD01091179.1,81.132,53,10,0,29,81,9134,9186,2.67E-04,51.8
QLTV01004389.1:809128-810084,LFLD01042177.1,88.539,349,20,2,1,349,10829,11157,5.46E-127,459
QLTV01004389.1:809128-810084,LFLD01112520.1,86.364,44,5,1,287,329,4932,4889,0.001,50
QLTV01004389.1:809128-810084,LFLD01012818.1,93.548,31,2,0,259,289,13380,13350,0.003,48.2
QLTV01004389.1:809128-810084,LFLD01129014.1,90.909,33,3,0,292,324,5142,5174,0.011,47.3
QLTV01004389.1:809128-810084,LFLD01128977.1,70.588,102,18,3,201,294,5435,5532,0.011,47.3
QLTV01004389.1:809128-810084,LFLD01145313.1,81.481,54,8,2,248,300,187,135,0.011,46.4
QLTV01004389.1:809128-810084,LFLD01048285.1,79.032,62,7,3,232,288,5507,5447,0.011,46.4
QLTV01004389.1:809128-810084,LFLD01036678.1,81.633,49,7,1,282,328,2177,2129,0.011,46.4
QLTV01004389.1:809128-810084,LFLD01032484.1,76.667,60,9,1,229,283,3208,3267,0.011,46.4
QLTV01004389.1:809128-810084,LFLD01100131.1,84.091,44,6,1,288,330,3457,3414,0.04,45.5
QLTV01004393.1:746305-747237,LFLD01021681.1,88.788,883,46,11,1,856,3676,4532,0,1145
QLTV01004393.1:746305-747237,LFLD01088631.1,80.22,91,13,5,839,929,5688,5603,1.21E-08,66.2
QLTV01004393.1:746305-747237,LFLD01128139.1,96.552,29,1,0,309,337,8296,8324,0.003,49.1
QLTV01004393.1:746305-747237,LFLD01170891.1,93.548,31,2,0,308,338,1774,1744,0.003,48.2
QLTV01004393.1:746305-747237,LFLD01134629.1,96.429,28,1,0,306,333,2405,2378,0.011,47.3
QLTV01004393.1:746305-747237,LFLD01114076.1,80,50,10,0,307,356,25345,25296,0.011,46.4
QLTV01004393.1:746305-747237,LFLD01111108.1,82.979,47,7,1,309,354,3338,3384,0.011,46.4
QLTV01004393.1:746305-747237,LFLD01065546.1,89.189,37,3,1,303,338,5387,5351,0.011,46.4
QLTV01004393.1:746305-747237,LFLD01065546.1,92,25,2,0,307,331,5908,5884,5.9,37.4
QLTV01004393.1:746305-747237,LFLD01045038.1,88.571,35,4,0,306,340,6287,6253,0.011,46.4
QLTV01004393.1:746305-747237,LFLD01009161.1,88.571,35,4,0,260,294,1312,1346,0.011,46.4
QLTV01004403.1:4098702-4099688,LFLD01084748.1,89.908,872,36,9,145,985,1444,2294,0,1183
QLTV01004403.1:4098702-4099688,LFLD01084748.1,92.105,152,11,1,2,152,1017,1168,3.03E-54,217
QLTV01004403.1:4098702-4099688,LFLD01014007.1,88.235,34,4,0,935,968,41622,41589,0.04,44.6
QLTV01004403.1:4098702-4099688,LFLD01121442.1,85.714,35,5,0,359,393,2472,2438,0.48,41.9
QLTV01004403.1:4098702-4099688,LFLD01116837.1,90,30,3,0,697,726,4174,4145,0.48,41.9
QLTV01004403.1:4098702-4099688,LFLD01035969.1,90,30,3,0,883,912,1385,1414,0.48,41.9
QLTV01004403.1:4098702-4099688,LFLD01157055.1,87.5,32,4,0,407,438,2095,2126,0.48,41
QLTV01004403.1:4098702-4099688,LFLD01066649.1,83.784,37,6,0,619,655,382,346,0.48,41
QLTV01004403.1:4098702-4099688,LFLD01057286.1,93.103,29,1,1,947,974,1987,2015,0.48,41
QLTV01004403.1:4098702-4099688,LFLD01051295.1,88.235,34,3,1,764,796,4609,4642,0.48,41
QLTV01004403.1:4098702-4099688,LFLD01045898.1,83.784,37,6,0,786,822,26720,26684,0.48,41
QLTV01004416.1:284531-285454,LFLD01009114.1,90.588,935,68,5,1,924,3771,2846,0,1286
QLTV01004416.1:284531-285454,LFLD01001535.1,100,26,0,0,743,768,12945,12920,0.003,48.2
QLTV01004416.1:284531-285454,LFLD01112816.1,79.245,53,11,0,575,627,10307,10255,0.011,47.3
QLTV01004416.1:284531-285454,LFLD01031017.1,96.667,30,0,1,883,911,34945,34974,0.011,47.3
QLTV01004416.1:284531-285454,LFLD01109986.1,88.235,34,4,0,139,172,3307,3340,0.04,44.6
QLTV01004416.1:284531-285454,LFLD01069643.1,79.592,49,10,0,586,634,3470,3518,0.04,44.6
QLTV01004416.1:284531-285454,LFLD01090910.1,86.111,36,5,0,594,629,8733,8698,0.14,43.7
QLTV01004416.1:284531-285454,LFLD01141709.1,75.862,58,14,0,509,566,2729,2672,0.14,42.8
QLTV01004416.1:284531-285454,LFLD01012066.1,92.857,28,2,0,51,78,4177,4204,0.14,42.8
QLTV01004416.1:284531-285454,LFLD01116550.1,96,25,1,0,698,722,5066,5042,0.48,41.9
QLTV01004445.1:1811248-1812188,LFLD01041026.1,82.353,340,27,3,1,335,1050,739,3.94E-97,360
QLTV01004445.1:1811248-1812188,LFLD01041026.1,93.878,196,12,0,327,522,541,346,3.24E-79,300
QLTV01004445.1:1811248-1812188,LFLD01130835.1,81.481,54,10,0,851,904,1132,1185,7.64E-05,53.6
QLTV01004445.1:1811248-1812188,LFLD01149550.1,93.103,29,2,0,133,161,1368,1340,0.04,44.6
QLTV01004445.1:1811248-1812188,LFLD01035217.1,87.5,40,2,2,627,666,7573,7609,0.04,44.6
QLTV01004445.1:1811248-1812188,LFLD01025302.1,84.615,39,6,0,849,887,2971,2933,0.04,44.6
QLTV01004445.1:1811248-1812188,LFLD01086846.1,93.333,30,1,1,133,161,14216,14187,0.14,42.8
QLTV01004445.1:1811248-1812188,LFLD01059798.1,100,23,0,0,128,150,9081,9103,0.14,42.8
QLTV01004445.1:1811248-1812188,LFLD01158837.1,83.333,42,6,1,453,493,4007,4048,0.48,41.9
QLTV01004445.1:1811248-1812188,LFLD01145921.1,90,30,3,0,912,941,2557,2586,0.48,41.9
QLTV01004445.1:1811248-1812188,LFLD01096827.1,90,30,3,0,912,941,26203,26232,0.48,41.9
QLTV01004454.1:1734469-1735387,LFLD01013926.1,89.435,672,45,6,251,919,2291,2939,0,889
QLTV01004454.1:1734469-1735387,LFLD01013926.1,85.714,252,15,3,1,251,1566,1797,1.13E-78,298
QLTV01004454.1:1734469-1735387,LFLD01001942.1,75.556,135,24,6,2,135,17945,17819,6.69E-12,77
QLTV01004454.1:1734469-1735387,LFLD01016928.1,71.324,136,33,1,30,159,549,684,2.85E-10,71.6
QLTV01004454.1:1734469-1735387,LFLD01091234.1,77.528,89,16,2,2,90,647,563,1.21E-08,66.2
QLTV01004454.1:1734469-1735387,LFLD01101716.1,80.303,66,12,1,24,88,16481,16546,6.27E-06,58.1
QLTV01004454.1:1734469-1735387,LFLD01082029.1,69.032,155,40,3,23,170,1532,1685,6.27E-06,58.1
QLTV01004454.1:1734469-1735387,LFLD01011539.1,70.94,117,27,2,42,151,12213,12097,2.19E-05,56.3
QLTV01004454.1:1734469-1735387,LFLD01041139.1,74.118,85,22,0,52,136,6577,6493,2.19E-05,55.4
QLTV01004454.1:1734469-1735387,LFLD01082567.1,85.106,47,7,0,34,80,8283,8237,7.64E-05,54.5
QLTV01004454.1:1734469-1735387,LFLD01160667.1,73.864,88,22,1,50,137,1273,1187,2.67E-04,52.7
QLTV01009056.1:2625345-2626291,LFLD01092928.1,87.873,973,63,12,1,947,26661,27604,0,1219
QLTV01009056.1:2625345-2626291,LFLD01078713.1,90.625,32,2,1,537,568,1461,1491,0.48,41.9
QLTV01009056.1:2625345-2626291,LFLD01068912.1,83.333,42,6,1,694,734,14073,14032,0.48,41.9
QLTV01009056.1:2625345-2626291,LFLD01175584.1,87.5,32,4,0,6,37,727,758,0.48,41
QLTV01009056.1:2625345-2626291,LFLD01169839.1,90.323,31,1,1,816,844,347,317,0.48,41
QLTV01009056.1:2625345-2626291,LFLD01147292.1,87.879,33,1,1,717,746,1047,1079,0.48,41
QLTV01009056.1:2625345-2626291,LFLD01133635.1,93.103,29,1,1,709,736,5086,5058,0.48,41
QLTV01009056.1:2625345-2626291,LFLD01118513.1,92.593,27,2,0,231,257,1374,1348,0.48,41
QLTV01009056.1:2625345-2626291,LFLD01117167.1,83.784,37,6,0,208,244,20525,20489,0.48,41
QLTV01009056.1:2625345-2626291,LFLD01095137.1,83.784,37,6,0,164,200,12309,12273,0.48,41
QLTV01012191.1:1332589-1333550,LFLD01162924.1,87.434,565,43,4,1,544,3768,4325,0,707
QLTV01012191.1:1332589-1333550,LFLD01162924.1,82.075,424,31,4,543,921,5001,5424,1.20E-122,445
QLTV01012191.1:1332589-1333550,LFLD01162924.1,87.755,49,6,0,914,962,5603,5651,1.47E-07,62.6
QLTV01012191.1:1332589-1333550,LFLD01090243.1,91.176,34,2,1,745,778,979,947,0.04,45.5
QLTV01012191.1:1332589-1333550,LFLD01004885.1,80.851,47,9,0,337,383,4374,4328,0.04,45.5
QLTV01012191.1:1332589-1333550,LFLD01000051.1,96.296,27,1,0,745,771,28299,28325,0.04,45.5
QLTV01012191.1:1332589-1333550,LFLD01054358.1,96.154,26,1,0,745,770,718,693,0.14,43.7
QLTV01012191.1:1332589-1333550,LFLD01027757.1,96.154,26,1,0,738,763,6712,6687,0.14,43.7
QLTV01012191.1:1332589-1333550,LFLD01149435.1,92.857,28,2,0,851,878,11273,11246,0.14,42.8
QLTV01012191.1:1332589-1333550,LFLD01064556.1,93.333,30,1,1,850,878,1000,971,0.14,42.8
QLTV01012191.1:1332589-1333550,LFLD01040514.1,92.857,28,2,0,852,879,12886,12859,0.14,42.8
QLTV01012191.1:1332589-1333550,LFLD01037450.1,90.625,32,1,1,856,887,414,443,0.14,42.8
QLTV01012194.1:1329033-1329940,LFLD01109322.1,90.022,922,64,12,1,908,3781,4688,0,1220
QLTV01012194.1:1329033-1329940,LFLD01165835.1,84.286,70,11,0,818,887,8047,8116,6.69E-12,77.9
QLTV01012194.1:1329033-1329940,LFLD01165835.1,83.333,48,7,1,840,887,8189,8143,0.003,48.2
QLTV01012194.1:1329033-1329940,LFLD01042710.1,90.566,53,5,0,835,887,677,625,8.15E-11,74.3
QLTV01012194.1:1329033-1329940,LFLD01060279.1,85.938,64,8,1,824,887,7097,7159,2.85E-10,72.5
QLTV01012194.1:1329033-1329940,LFLD01006494.1,90.196,51,5,0,835,885,6373,6323,9.93E-10,70.7
QLTV01012194.1:1329033-1329940,LFLD01006494.1,82.051,39,7,0,848,886,326,288,1.7,40.1
QLTV01012194.1:1329033-1329940,LFLD01169081.1,90,50,5,0,838,887,2370,2419,3.47E-09,68.9
QLTV01012194.1:1329033-1329940,LFLD01056983.1,87.273,55,7,0,833,887,4981,4927,3.47E-09,68.9
QLTV01012194.1:1329033-1329940,LFLD01043517.1,81.013,79,13,2,831,908,5840,5763,3.47E-09,68.9
QLTV01012194.1:1329033-1329940,LFLD01043517.1,89.474,38,4,0,850,887,5409,5446,2.67E-04,51.8
QLTV01012194.1:1329033-1329940,LFLD01031246.1,87.273,55,7,0,833,887,48634,48580,3.47E-09,68.9
QLTV01012194.1:1329033-1329940,LFLD01158177.1,85.965,57,8,0,831,887,19,75,3.47E-09,68
QLTV01012194.1:1329033-1329940,LFLD01158177.1,85.965,57,8,0,831,887,139,195,3.47E-09,68
QLTV01012194.1:1329033-1329940,LFLD01158177.1,84.211,57,9,0,831,887,259,315,1.47E-07,63.5
QLTV01012195.1:323899-324839,LFLD01145501.1,86.919,688,66,11,1,684,1447,780,0,808
QLTV01012195.1:323899-324839,LFLD01145501.1,83.27,263,35,5,680,936,369,110,8.13E-68,262
QLTV01012195.1:323899-324839,LFLD01099082.1,78.818,203,23,3,274,458,5950,5750,2.66E-42,178
QLTV01012195.1:323899-324839,LFLD01099082.1,91.045,67,6,0,432,498,5666,5732,2.49E-17,95.1
QLTV01012195.1:323899-324839,LFLD01099082.1,94.118,51,3,0,225,275,5960,6010,1.92E-12,79.7
QLTV01012195.1:323899-324839,LFLD01139922.1,79.71,69,13,1,754,822,5592,5659,1.80E-06,59
QLTV01012195.1:323899-324839,LFLD01160945.1,86.047,43,6,0,780,822,2808,2766,2.67E-04,51.8
QLTV01012195.1:323899-324839,LFLD01105037.1,91.429,35,3,0,784,818,743,709,0.001,50.9
QLTV01012195.1:323899-324839,LFLD01047745.1,80,55,11,0,753,807,2747,2693,0.001,50.9
QLTV01012195.1:323899-324839,LFLD01040357.1,80.702,57,10,1,752,808,3326,3381,0.001,50.9
QLTV01012195.1:323899-324839,LFLD01011296.1,82,50,9,0,789,838,2982,2933,0.001,50.9
QLTV01012195.1:323899-324839,LFLD01008047.1,82.692,52,8,1,761,811,72558,72507,0.001,50.9
QLTV01012195.1:323899-324839,LFLD01071072.1,81.132,53,9,1,761,813,1698,1647,0.003,48.2
